"Dzien symulacji: ","1","Liczba roslin: ","99","Liczba zwierzat: ","107","Liczba wolnych pol : ","710","Najpopularniejszy genotyp: ","[3, 1, 1, 0, 3, 5, 1, 1]","Sredni poziom energii zyjacych: ","17,69","Srednia dlugosc zycia martwych: ","0,00"
"Dzien symulacji: ","464","Liczba roslin: ","211","Liczba zwierzat: ","64","Liczba wolnych pol : ","634","Najpopularniejszy genotyp: ","[5, 3, 4, 6, 4, 5, 5, 5]","Sredni poziom energii zyjacych: ","38,11","Srednia dlugosc zycia martwych: ","35,91"
"Dzien symulacji: ","465","Liczba roslin: ","214","Liczba zwierzat: ","65","Liczba wolnych pol : ","630","Najpopularniejszy genotyp: ","[5, 3, 4, 6, 4, 5, 5, 5]","Sredni poziom energii zyjacych: ","37,17","Srednia dlugosc zycia martwych: ","36,35"
"Dzien symulacji: ","466","Liczba roslin: ","214","Liczba zwierzat: ","67","Liczba wolnych pol : ","624","Najpopularniejszy genotyp: ","[5, 3, 4, 6, 4, 5, 5, 5]","Sredni poziom energii zyjacych: ","35,96","Srednia dlugosc zycia martwych: ","36,35"
"Dzien symulacji: ","467","Liczba roslin: ","212","Liczba zwierzat: ","68","Liczba wolnych pol : ","629","Najpopularniejszy genotyp: ","[5, 3, 4, 6, 4, 5, 5, 5]","Sredni poziom energii zyjacych: ","35,46","Srednia dlugosc zycia martwych: ","36,32"
"Dzien symulacji: ","468","Liczba roslin: ","213","Liczba zwierzat: ","66","Liczba wolnych pol : ","622","Najpopularniejszy genotyp: ","[5, 3, 4, 6, 4, 5, 5, 5]","Sredni poziom energii zyjacych: ","36,18","Srednia dlugosc zycia martwych: ","36,27"
"Dzien symulacji: ","469","Liczba roslin: ","210","Liczba zwierzat: ","69","Liczba wolnych pol : ","630","Najpopularniejszy genotyp: ","[5, 3, 4, 6, 4, 5, 5, 5]","Sredni poziom energii zyjacych: ","34,91","Srednia dlugosc zycia martwych: ","36,27"
"Dzien symulacji: ","470","Liczba roslin: ","213","Liczba zwierzat: ","69","Liczba wolnych pol : ","626","Najpopularniejszy genotyp: ","[5, 3, 4, 6, 4, 5, 5, 5]","Sredni poziom energii zyjacych: ","34,49","Srednia dlugosc zycia martwych: ","36,22"
"Dzien symulacji: ","471","Liczba roslin: ","212","Liczba zwierzat: ","70","Liczba wolnych pol : ","627","Najpopularniejszy genotyp: ","[5, 3, 4, 6, 4, 5, 5, 5]","Sredni poziom energii zyjacych: ","34,14","Srednia dlugosc zycia martwych: ","36,93"
"Dzien symulacji: ","472","Liczba roslin: ","210","Liczba zwierzat: ","70","Liczba wolnych pol : ","630","Najpopularniejszy genotyp: ","[5, 3, 4, 6, 4, 5, 5, 5]","Sredni poziom energii zyjacych: ","34,43","Srednia dlugosc zycia martwych: ","36,95"
"Dzien symulacji: ","473","Liczba roslin: ","211","Liczba zwierzat: ","68","Liczba wolnych pol : ","627","Najpopularniejszy genotyp: ","[5, 3, 4, 6, 4, 5, 5, 5]","Sredni poziom energii zyjacych: ","35,04","Srednia dlugosc zycia martwych: ","37,00"
"Dzien symulacji: ","474","Liczba roslin: ","205","Liczba zwierzat: ","69","Liczba wolnych pol : ","632","Najpopularniejszy genotyp: ","[5, 3, 4, 6, 4, 5, 5, 5]","Sredni poziom energii zyjacych: ","35,42","Srednia dlugosc zycia martwych: ","36,99"
"Dzien symulacji: ","475","Liczba roslin: ","205","Liczba zwierzat: ","69","Liczba wolnych pol : ","631","Najpopularniejszy genotyp: ","[5, 3, 4, 6, 4, 5, 5, 5]","Sredni poziom energii zyjacych: ","35,29","Srednia dlugosc zycia martwych: ","36,99"
"Dzien symulacji: ","476","Liczba roslin: ","200","Liczba zwierzat: ","71","Liczba wolnych pol : ","635","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","34,99","Srednia dlugosc zycia martwych: ","36,99"
"Dzien symulacji: ","477","Liczba roslin: ","200","Liczba zwierzat: ","71","Liczba wolnych pol : ","631","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","34,97","Srednia dlugosc zycia martwych: ","36,99"
"Dzien symulacji: ","478","Liczba roslin: ","198","Liczba zwierzat: ","70","Liczba wolnych pol : ","637","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","35,76","Srednia dlugosc zycia martwych: ","37,08"
"Dzien symulacji: ","479","Liczba roslin: ","201","Liczba zwierzat: ","68","Liczba wolnych pol : ","632","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","36,40","Srednia dlugosc zycia martwych: ","36,99"
"Dzien symulacji: ","480","Liczba roslin: ","205","Liczba zwierzat: ","66","Liczba wolnych pol : ","630","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","36,95","Srednia dlugosc zycia martwych: ","37,03"
"Dzien symulacji: ","481","Liczba roslin: ","205","Liczba zwierzat: ","65","Liczba wolnych pol : ","633","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","37,45","Srednia dlugosc zycia martwych: ","36,99"
"Dzien symulacji: ","482","Liczba roslin: ","205","Liczba zwierzat: ","64","Liczba wolnych pol : ","636","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","38,13","Srednia dlugosc zycia martwych: ","37,05"
"Dzien symulacji: ","483","Liczba roslin: ","204","Liczba zwierzat: ","64","Liczba wolnych pol : ","636","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","38,22","Srednia dlugosc zycia martwych: ","37,16"
"Dzien symulacji: ","484","Liczba roslin: ","206","Liczba zwierzat: ","64","Liczba wolnych pol : ","637","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","38,00","Srednia dlugosc zycia martwych: ","37,11"
"Dzien symulacji: ","485","Liczba roslin: ","209","Liczba zwierzat: ","63","Liczba wolnych pol : ","630","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","38,24","Srednia dlugosc zycia martwych: ","37,07"
"Dzien symulacji: ","486","Liczba roslin: ","212","Liczba zwierzat: ","62","Liczba wolnych pol : ","627","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","38,50","Srednia dlugosc zycia martwych: ","37,11"
"Dzien symulacji: ","487","Liczba roslin: ","215","Liczba zwierzat: ","61","Liczba wolnych pol : ","626","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","38,79","Srednia dlugosc zycia martwych: ","37,35"
"Dzien symulacji: ","488","Liczba roslin: ","215","Liczba zwierzat: ","63","Liczba wolnych pol : ","628","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","37,67","Srednia dlugosc zycia martwych: ","37,35"
"Dzien symulacji: ","489","Liczba roslin: ","216","Liczba zwierzat: ","65","Liczba wolnych pol : ","630","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","36,43","Srednia dlugosc zycia martwych: ","37,32"
"Dzien symulacji: ","490","Liczba roslin: ","215","Liczba zwierzat: ","64","Liczba wolnych pol : ","624","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","37,25","Srednia dlugosc zycia martwych: ","37,83"
"Dzien symulacji: ","491","Liczba roslin: ","210","Liczba zwierzat: ","65","Liczba wolnych pol : ","633","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","37,52","Srednia dlugosc zycia martwych: ","38,58"
"Dzien symulacji: ","492","Liczba roslin: ","211","Liczba zwierzat: ","67","Liczba wolnych pol : ","629","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","36,15","Srednia dlugosc zycia martwych: ","38,58"
"Dzien symulacji: ","493","Liczba roslin: ","212","Liczba zwierzat: ","67","Liczba wolnych pol : ","626","Najpopularniejszy genotyp: ","[4, 2, 4, 6, 6, 2, 0, 6]","Sredni poziom energii zyjacych: ","35,90","Srednia dlugosc zycia martwych: ","38,65"
"Dzien symulacji: ","494","Liczba roslin: ","207","Liczba zwierzat: ","68","Liczba wolnych pol : ","633","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","35,99","Srednia dlugosc zycia martwych: ","38,66"
"Dzien symulacji: ","495","Liczba roslin: ","203","Liczba zwierzat: ","66","Liczba wolnych pol : ","634","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","37,74","Srednia dlugosc zycia martwych: ","38,76"
"Dzien symulacji: ","496","Liczba roslin: ","207","Liczba zwierzat: ","67","Liczba wolnych pol : ","635","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","36,63","Srednia dlugosc zycia martwych: ","38,71"
"Dzien symulacji: ","497","Liczba roslin: ","209","Liczba zwierzat: ","68","Liczba wolnych pol : ","632","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","35,82","Srednia dlugosc zycia martwych: ","38,75"
"Dzien symulacji: ","498","Liczba roslin: ","208","Liczba zwierzat: ","69","Liczba wolnych pol : ","629","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","35,32","Srednia dlugosc zycia martwych: ","38,87"
"Dzien symulacji: ","499","Liczba roslin: ","210","Liczba zwierzat: ","70","Liczba wolnych pol : ","630","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","34,53","Srednia dlugosc zycia martwych: ","38,77"
"Dzien symulacji: ","500","Liczba roslin: ","212","Liczba zwierzat: ","69","Liczba wolnych pol : ","623","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","34,75","Srednia dlugosc zycia martwych: ","38,77"
"Dzien symulacji: ","501","Liczba roslin: ","210","Liczba zwierzat: ","70","Liczba wolnych pol : ","633","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","34,40","Srednia dlugosc zycia martwych: ","38,78"
"Dzien symulacji: ","502","Liczba roslin: ","205","Liczba zwierzat: ","70","Liczba wolnych pol : ","630","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","34,83","Srednia dlugosc zycia martwych: ","38,73"
"Dzien symulacji: ","503","Liczba roslin: ","207","Liczba zwierzat: ","70","Liczba wolnych pol : ","628","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","34,40","Srednia dlugosc zycia martwych: ","38,70"
"Dzien symulacji: ","504","Liczba roslin: ","201","Liczba zwierzat: ","67","Liczba wolnych pol : ","634","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","36,88","Srednia dlugosc zycia martwych: ","38,67"
"Dzien symulacji: ","505","Liczba roslin: ","198","Liczba zwierzat: ","67","Liczba wolnych pol : ","638","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","37,22","Srednia dlugosc zycia martwych: ","38,67"
"Dzien symulacji: ","506","Liczba roslin: ","195","Liczba zwierzat: ","69","Liczba wolnych pol : ","643","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","36,30","Srednia dlugosc zycia martwych: ","38,67"
"Dzien symulacji: ","507","Liczba roslin: ","197","Liczba zwierzat: ","69","Liczba wolnych pol : ","645","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","35,74","Srednia dlugosc zycia martwych: ","38,62"
"Dzien symulacji: ","508","Liczba roslin: ","197","Liczba zwierzat: ","69","Liczba wolnych pol : ","643","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","35,61","Srednia dlugosc zycia martwych: ","38,59"
"Dzien symulacji: ","509","Liczba roslin: ","198","Liczba zwierzat: ","68","Liczba wolnych pol : ","637","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","36,01","Srednia dlugosc zycia martwych: ","38,78"
"Dzien symulacji: ","510","Liczba roslin: ","196","Liczba zwierzat: ","69","Liczba wolnych pol : ","643","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","35,80","Srednia dlugosc zycia martwych: ","38,88"
"Dzien symulacji: ","511","Liczba roslin: ","196","Liczba zwierzat: ","66","Liczba wolnych pol : ","642","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","37,48","Srednia dlugosc zycia martwych: ","38,81"
"Dzien symulacji: ","512","Liczba roslin: ","196","Liczba zwierzat: ","67","Liczba wolnych pol : ","644","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","36,67","Srednia dlugosc zycia martwych: ","38,78"
"Dzien symulacji: ","513","Liczba roslin: ","194","Liczba zwierzat: ","66","Liczba wolnych pol : ","641","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","37,59","Srednia dlugosc zycia martwych: ","38,75"
"Dzien symulacji: ","514","Liczba roslin: ","191","Liczba zwierzat: ","68","Liczba wolnych pol : ","648","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","36,96","Srednia dlugosc zycia martwych: ","38,75"
"Dzien symulacji: ","515","Liczba roslin: ","191","Liczba zwierzat: ","72","Liczba wolnych pol : ","648","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","34,74","Srednia dlugosc zycia martwych: ","38,75"
"Dzien symulacji: ","516","Liczba roslin: ","195","Liczba zwierzat: ","72","Liczba wolnych pol : ","638","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","34,01","Srednia dlugosc zycia martwych: ","38,72"
"Dzien symulacji: ","517","Liczba roslin: ","192","Liczba zwierzat: ","72","Liczba wolnych pol : ","641","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","34,40","Srednia dlugosc zycia martwych: ","38,67"
"Dzien symulacji: ","518","Liczba roslin: ","192","Liczba zwierzat: ","72","Liczba wolnych pol : ","648","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","34,24","Srednia dlugosc zycia martwych: ","38,61"
"Dzien symulacji: ","519","Liczba roslin: ","187","Liczba zwierzat: ","72","Liczba wolnych pol : ","650","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","34,76","Srednia dlugosc zycia martwych: ","38,60"
"Dzien symulacji: ","520","Liczba roslin: ","189","Liczba zwierzat: ","73","Liczba wolnych pol : ","642","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","33,70","Srednia dlugosc zycia martwych: ","38,60"
"Dzien symulacji: ","521","Liczba roslin: ","188","Liczba zwierzat: ","75","Liczba wolnych pol : ","646","Najpopularniejszy genotyp: ","[5, 1, 7, 1, 3, 1, 6, 4]","Sredni poziom energii zyjacych: ","32,60","Srednia dlugosc zycia martwych: ","38,57"
"Dzien symulacji: ","522","Liczba roslin: ","185","Liczba zwierzat: ","74","Liczba wolnych pol : ","649","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","33,30","Srednia dlugosc zycia martwych: ","38,64"
"Dzien symulacji: ","523","Liczba roslin: ","186","Liczba zwierzat: ","74","Liczba wolnych pol : ","649","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","33,11","Srednia dlugosc zycia martwych: ","38,61"
"Dzien symulacji: ","524","Liczba roslin: ","187","Liczba zwierzat: ","73","Liczba wolnych pol : ","648","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","33,11","Srednia dlugosc zycia martwych: ","38,51"
"Dzien symulacji: ","525","Liczba roslin: ","182","Liczba zwierzat: ","73","Liczba wolnych pol : ","651","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","33,75","Srednia dlugosc zycia martwych: ","38,61"
"Dzien symulacji: ","526","Liczba roslin: ","181","Liczba zwierzat: ","73","Liczba wolnych pol : ","651","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","33,85","Srednia dlugosc zycia martwych: ","38,61"
"Dzien symulacji: ","527","Liczba roslin: ","176","Liczba zwierzat: ","76","Liczba wolnych pol : ","661","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","32,96","Srednia dlugosc zycia martwych: ","38,64"
"Dzien symulacji: ","528","Liczba roslin: ","176","Liczba zwierzat: ","75","Liczba wolnych pol : ","653","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","33,20","Srednia dlugosc zycia martwych: ","38,60"
"Dzien symulacji: ","529","Liczba roslin: ","171","Liczba zwierzat: ","77","Liczba wolnych pol : ","659","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","32,90","Srednia dlugosc zycia martwych: ","38,60"
"Dzien symulacji: ","530","Liczba roslin: ","169","Liczba zwierzat: ","76","Liczba wolnych pol : ","658","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","33,38","Srednia dlugosc zycia martwych: ","38,55"
"Dzien symulacji: ","531","Liczba roslin: ","171","Liczba zwierzat: ","79","Liczba wolnych pol : ","662","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","31,75","Srednia dlugosc zycia martwych: ","38,51"
"Dzien symulacji: ","532","Liczba roslin: ","171","Liczba zwierzat: ","79","Liczba wolnych pol : ","659","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","31,63","Srednia dlugosc zycia martwych: ","38,56"
"Dzien symulacji: ","533","Liczba roslin: ","173","Liczba zwierzat: ","80","Liczba wolnych pol : ","652","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","30,74","Srednia dlugosc zycia martwych: ","38,56"
"Dzien symulacji: ","534","Liczba roslin: ","171","Liczba zwierzat: ","82","Liczba wolnych pol : ","653","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","30,09","Srednia dlugosc zycia martwych: ","38,56"
"Dzien symulacji: ","535","Liczba roslin: ","169","Liczba zwierzat: ","84","Liczba wolnych pol : ","654","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","29,32","Srednia dlugosc zycia martwych: ","38,56"
"Dzien symulacji: ","536","Liczba roslin: ","169","Liczba zwierzat: ","84","Liczba wolnych pol : ","657","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","28,92","Srednia dlugosc zycia martwych: ","38,66"
"Dzien symulacji: ","537","Liczba roslin: ","169","Liczba zwierzat: ","85","Liczba wolnych pol : ","655","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","28,16","Srednia dlugosc zycia martwych: ","38,66"
"Dzien symulacji: ","538","Liczba roslin: ","171","Liczba zwierzat: ","84","Liczba wolnych pol : ","654","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","28,00","Srednia dlugosc zycia martwych: ","38,73"
"Dzien symulacji: ","539","Liczba roslin: ","175","Liczba zwierzat: ","83","Liczba wolnych pol : ","648","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","27,22","Srednia dlugosc zycia martwych: ","38,69"
"Dzien symulacji: ","540","Liczba roslin: ","177","Liczba zwierzat: ","83","Liczba wolnych pol : ","647","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","26,82","Srednia dlugosc zycia martwych: ","38,67"
"Dzien symulacji: ","541","Liczba roslin: ","174","Liczba zwierzat: ","81","Liczba wolnych pol : ","653","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","27,47","Srednia dlugosc zycia martwych: ","38,59"
"Dzien symulacji: ","542","Liczba roslin: ","174","Liczba zwierzat: ","81","Liczba wolnych pol : ","657","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","27,33","Srednia dlugosc zycia martwych: ","38,50"
"Dzien symulacji: ","543","Liczba roslin: ","173","Liczba zwierzat: ","81","Liczba wolnych pol : ","656","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","27,20","Srednia dlugosc zycia martwych: ","38,89"
"Dzien symulacji: ","544","Liczba roslin: ","175","Liczba zwierzat: ","81","Liczba wolnych pol : ","650","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","26,57","Srednia dlugosc zycia martwych: ","38,85"
"Dzien symulacji: ","545","Liczba roslin: ","179","Liczba zwierzat: ","76","Liczba wolnych pol : ","648","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","27,71","Srednia dlugosc zycia martwych: ","38,82"
"Dzien symulacji: ","546","Liczba roslin: ","181","Liczba zwierzat: ","75","Liczba wolnych pol : ","652","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","27,61","Srednia dlugosc zycia martwych: ","38,97"
"Dzien symulacji: ","547","Liczba roslin: ","184","Liczba zwierzat: ","75","Liczba wolnych pol : ","651","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","26,61","Srednia dlugosc zycia martwych: ","38,91"
"Dzien symulacji: ","548","Liczba roslin: ","184","Liczba zwierzat: ","74","Liczba wolnych pol : ","652","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","26,95","Srednia dlugosc zycia martwych: ","39,15"
"Dzien symulacji: ","549","Liczba roslin: ","187","Liczba zwierzat: ","71","Liczba wolnych pol : ","650","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","27,65","Srednia dlugosc zycia martwych: ","39,16"
"Dzien symulacji: ","550","Liczba roslin: ","190","Liczba zwierzat: ","71","Liczba wolnych pol : ","645","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","27,21","Srednia dlugosc zycia martwych: ","39,42"
"Dzien symulacji: ","551","Liczba roslin: ","189","Liczba zwierzat: ","69","Liczba wolnych pol : ","647","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","28,01","Srednia dlugosc zycia martwych: ","39,32"
"Dzien symulacji: ","552","Liczba roslin: ","187","Liczba zwierzat: ","65","Liczba wolnych pol : ","651","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","30,12","Srednia dlugosc zycia martwych: ","39,75"
"Dzien symulacji: ","553","Liczba roslin: ","183","Liczba zwierzat: ","65","Liczba wolnych pol : ","657","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","30,82","Srednia dlugosc zycia martwych: ","39,72"
"Dzien symulacji: ","554","Liczba roslin: ","183","Liczba zwierzat: ","64","Liczba wolnych pol : ","656","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","31,23","Srednia dlugosc zycia martwych: ","39,71"
"Dzien symulacji: ","555","Liczba roslin: ","184","Liczba zwierzat: ","62","Liczba wolnych pol : ","655","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","32,05","Srednia dlugosc zycia martwych: ","40,25"
"Dzien symulacji: ","556","Liczba roslin: ","188","Liczba zwierzat: ","62","Liczba wolnych pol : ","655","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","31,53","Srednia dlugosc zycia martwych: ","40,31"
"Dzien symulacji: ","557","Liczba roslin: ","190","Liczba zwierzat: ","60","Liczba wolnych pol : ","653","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","32,42","Srednia dlugosc zycia martwych: ","40,31"
"Dzien symulacji: ","558","Liczba roslin: ","191","Liczba zwierzat: ","60","Liczba wolnych pol : ","649","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","32,25","Srednia dlugosc zycia martwych: ","40,31"
"Dzien symulacji: ","559","Liczba roslin: ","193","Liczba zwierzat: ","57","Liczba wolnych pol : ","655","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","33,70","Srednia dlugosc zycia martwych: ","40,23"
"Dzien symulacji: ","560","Liczba roslin: ","193","Liczba zwierzat: ","56","Liczba wolnych pol : ","655","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","34,55","Srednia dlugosc zycia martwych: ","40,20"
"Dzien symulacji: ","561","Liczba roslin: ","192","Liczba zwierzat: ","56","Liczba wolnych pol : ","658","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","34,80","Srednia dlugosc zycia martwych: ","40,20"
"Dzien symulacji: ","562","Liczba roslin: ","193","Liczba zwierzat: ","57","Liczba wolnych pol : ","653","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","34,25","Srednia dlugosc zycia martwych: ","40,20"
